gameid,leagid,leagyear,teamid,oppteamid,pf,pa,cpf,cpa,win,loss,tie,ot,so,otl,rw,rotw,sow,sol,pts,confw,confl,conft,divw,divl,divt,isdog,isfav,ispick,dogout,dogcover,ispush,favcover,iscover,isdogmlcover,isfavmlcover,isover,isunder,isoupush,ishomew,ishomel,ishomet,isawayw,isawayl,isawayt,home_away,teamlocation,teamname,confid,confname,divid,divname,oppteamlocation,oppteamname,oppconfid,oppconfname,oppdivid,oppdivname,isconf,isdiv,weeknum,gamedate,spread,ou,dogml,favml,gametypeid,siteloc
8202417,8,2024,1100,1189,31,26,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,home,Colorado,Buffaloes,12,Big 12 Conference,1,None,North Dakota State,Bison,46,Missouri Valley Football Conference,1,None,0,0,1,2024-08-29 00:00:00,9.5,58.5,270.0,-350.0,1,1
8202417,8,2024,1189,1100,26,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,away,North Dakota State,Bison,46,Missouri Valley Football Conference,1,None,Colorado,Buffaloes,12,Big 12 Conference,1,None,0,0,1,2024-08-29 00:00:00,9.5,58.5,270.0,-350.0,1,1
8202418,8,2024,1031,1148,48,3,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,home,Kansas,Jayhawks,12,Big 12 Conference,1,None,Lindenwood,Lions,14,Big South-OVC Association,1,None,0,0,1,2024-08-29 00:00:00,44.5,58.5,0.0,0.0,1,1
8202418,8,2024,1148,1031,3,48,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,away,Lindenwood,Lions,14,Big South-OVC Association,1,None,Kansas,Jayhawks,12,Big 12 Conference,1,None,0,0,1,2024-08-29 00:00:00,44.5,58.5,0.0,0.0,1,1
8202419,8,2024,1058,1125,27,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,home,Jacksonville State,Gamecocks,21,Conference USA,1,None,Coastal Carolina,Chanticleers,74,Sun Belt Conference,5,East,0,0,1,2024-08-29 00:00:00,2.5,56.5,110.0,-135.0,1,1
8202419,8,2024,1125,1058,55,27,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,away,Coastal Carolina,Chanticleers,74,Sun Belt Conference,5,East,Jacksonville State,Gamecocks,21,Conference USA,1,None,0,0,1,2024-08-29 00:00:00,2.5,56.5,110.0,-135.0,1,1
8202420,8,2024,1008,1247,41,3,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,home,University of Alabama at Birmingham,Blazers,8,American Athletic Conference,1,None,Alcorn State,Braves,73,Southwestern Athletic Conference,14,West,0,0,1,2024-08-29 00:00:00,26.5,55.5,1600.0,-4500.0,1,1
8202420,8,2024,1247,1008,3,41,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,away,Alcorn State,Braves,73,Southwestern Athletic Conference,14,West,University of Alabama at Birmingham,Blazers,8,American Athletic Conference,1,None,0,0,1,2024-08-29 00:00:00,26.5,55.5,1600.0,-4500.0,1,1
8202421,8,2024,1001,1239,52,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,home,Tulane,Green Wave,8,American Athletic Conference,1,None,Southeastern Louisiana,Lions,72,Southland Conference,1,None,0,0,1,2024-08-29 00:00:00,25.5,53.5,0.0,0.0,1,1
8202421,8,2024,1239,1001,0,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,away,Southeastern Louisiana,Lions,72,Southland Conference,1,None,Tulane,Green Wave,8,American Athletic Conference,1,None,0,0,1,2024-08-29 00:00:00,25.5,53.5,0.0,0.0,1,1
8202422,8,2024,1007,1237,62,28,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,home,Tulsa,Golden Hurricane,8,American Athletic Conference,1,None,Northwestern State,Demons,72,Southland Conference,1,None,0,0,1,2024-08-29 00:00:00,31.5,52.5,0.0,0.0,1,1
8202422,8,2024,1237,1007,28,62,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,away,Northwestern State,Demons,72,Southland Conference,1,None,Tulsa,Golden Hurricane,8,American Athletic Conference,1,None,0,0,1,2024-08-29 00:00:00,31.5,52.5,0.0,0.0,1,1
8202423,8,2024,1097,1256,49,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,home,Utah,Utes,12,Big 12 Conference,1,None,Southern Utah,Thunderbirds,75,United Athletic Conference,1,None,0,0,1,2024-08-29 00:00:00,37.5,52.5,0.0,0.0,1,1
8202423,8,2024,1256,1097,0,49,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,away,Southern Utah,Thunderbirds,75,United Athletic Conference,1,None,Utah,Utes,12,Big 12 Conference,1,None,0,0,1,2024-08-29 00:00:00,37.5,52.5,0.0,0.0,1,1
8202424,8,2024,1055,1152,45,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,home,Illinois,Fighting Illini,15,Big Ten Conference,1,None,Eastern Illinois,Panthers,14,Big South-OVC Association,1,None,0,0,1,2024-08-29 00:00:00,27.5,45.5,2500.0,-10000.0,1,1
8202424,8,2024,1152,1055,0,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,away,Eastern Illinois,Panthers,14,Big South-OVC Association,1,None,Illinois,Fighting Illini,15,Big Ten Conference,1,None,0,0,1,2024-08-29 00:00:00,27.5,45.5,2500.0,-10000.0,1,1
8202425,8,2024,1092,1137,42,24,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,home,San Jose State,Spartans,48,Mountain West Conference,1,None,California State University, Sacramento,Hornets,13,Big Sky Conference,1,None,0,0,1,2024-08-29 00:00:00,3.5,59.5,130.0,-155.0,1,1
8202425,8,2024,1137,1092,24,42,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,away,California State University, Sacramento,Hornets,13,Big Sky Conference,1,None,San Jose State,Spartans,48,Mountain West Conference,1,None,0,0,1,2024-08-29 00:00:00,3.5,59.5,130.0,-155.0,1,1
8202426,8,2024,1066,1210,42,7,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,home,Army West Point,Black Knights,8,American Athletic Conference,1,None,Lehigh,Mountain Hawks,61,Patriot League,1,None,0,0,1,2024-08-30 00:00:00,33.5,47.5,0.0,0.0,1,1
8202426,8,2024,1210,1066,7,42,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,away,Lehigh,Mountain Hawks,61,Patriot League,1,None,Army West Point,Black Knights,8,American Athletic Conference,1,None,0,0,1,2024-08-30 00:00:00,33.5,47.5,0.0,0.0,1,1
8202427,8,2024,1013,1028,3,51,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,away,Temple,Owls,8,American Athletic Conference,1,None,Oklahoma,Sooners,67,Southeastern Conference,1,None,0,0,1,2024-08-30 00:00:00,43.5,59.5,0.0,0.0,1,1
8202427,8,2024,1028,1013,51,3,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,home,Oklahoma,Sooners,67,Southeastern Conference,1,None,Temple,Owls,8,American Athletic Conference,1,None,0,0,1,2024-08-30 00:00:00,43.5,59.5,0.0,0.0,1,1
8202428,8,2024,1003,1048,10,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,away,Florida Atlantic,Owls,8,American Athletic Conference,1,None,Michigan State,Spartans,15,Big Ten Conference,1,None,0,0,1,2024-08-30 00:00:00,13.5,47.5,460.0,-650.0,1,1
8202428,8,2024,1048,1003,16,10,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,home,Michigan State,Spartans,15,Big Ten Conference,1,None,Florida Atlantic,Owls,8,American Athletic Conference,1,None,0,0,1,2024-08-30 00:00:00,13.5,47.5,460.0,-650.0,1,1
8202429,8,2024,1017,1155,26,3,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,home,Duke,Blue Devils,11,Atlantic Coast Conference,1,None,Elon,Phoenix,18,Coastal Athletic Association,1,None,0,0,1,2024-08-30 00:00:00,23.5,49.5,1200.0,-3500.0,1,1
8202429,8,2024,1155,1017,3,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,away,Elon,Phoenix,18,Coastal Athletic Association,1,None,Duke,Blue Devils,11,Atlantic Coast Conference,1,None,0,0,1,2024-08-30 00:00:00,23.5,49.5,1200.0,-3500.0,1,1
8202430,8,2024,1049,1079,28,14,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,home,Wisconsin,Badgers,15,Big Ten Conference,1,None,Western Michigan,Broncos,41,Mid-American Conference,1,None,0,0,1,2024-08-30 00:00:00,24.5,56.5,1300.0,-3000.0,1,1
8202430,8,2024,1079,1049,14,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,away,Western Michigan,Broncos,41,Mid-American Conference,1,None,Wisconsin,Badgers,15,Big Ten Conference,1,None,0,0,1,2024-08-30 00:00:00,24.5,56.5,1300.0,-3000.0,1,1
8202431,8,2024,1037,1103,34,27,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,away,Texas Christian,Horned Frogs,12,Big 12 Conference,1,None,Stanford,Cardinal,11,Atlantic Coast Conference,1,None,0,0,1,2024-08-30 00:00:00,9.5,60.5,280.0,-360.0,1,1
8202431,8,2024,1103,1037,27,34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,home,Stanford,Cardinal,11,Atlantic Coast Conference,1,None,Texas Christian,Horned Frogs,12,Big 12 Conference,1,None,0,0,1,2024-08-30 00:00:00,9.5,60.5,280.0,-360.0,1,1
8202432,8,2024,1086,1153,36,14,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,home,Utah State,Aggies,48,Mountain West Conference,1,None,Robert Morris,Colonials,14,Big South-OVC Association,1,None,0,0,1,2024-08-31 00:00:00,31.5,53.5,3500.0,-20000.0,1,1
8202432,8,2024,1153,1086,14,36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,away,Robert Morris,Colonials,14,Big South-OVC Association,1,None,Utah State,Aggies,48,Mountain West Conference,1,None,0,0,1,2024-08-31 00:00:00,31.5,53.5,3500.0,-20000.0,1,1
8202433,8,2024,1019,1105,3,34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,away,Clemson,Tigers,11,Atlantic Coast Conference,1,None,Georgia,Bulldogs,67,Southeastern Conference,1,None,0,0,1,2024-08-31 00:00:00,13.5,49.5,400.0,-550.0,1,2
8202433,8,2024,1105,1019,34,3,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,home,Georgia,Bulldogs,67,Southeastern Conference,1,None,Clemson,Tigers,11,Atlantic Coast Conference,1,None,0,0,1,2024-08-31 00:00:00,13.5,49.5,400.0,-550.0,1,2
8202434,8,2024,1021,1111,27,34,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,away,Virginia Tech,Hokies,11,Atlantic Coast Conference,1,None,Vanderbilt,Commodores,67,Southeastern Conference,1,None,0,0,1,2024-08-31 00:00:00,13.5,50.5,400.0,-550.0,1,1
8202434,8,2024,1111,1021,34,27,0,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,home,Vanderbilt,Commodores,67,Southeastern Conference,1,None,Virginia Tech,Hokies,11,Atlantic Coast Conference,1,None,0,0,1,2024-08-31 00:00:00,13.5,50.5,400.0,-550.0,1,1
8202435,8,2024,1050,1191,40,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,home,Iowa,Hawkeyes,15,Big Ten Conference,1,None,Illinois State,Redbirds,46,Missouri Valley Football Conference,1,None,0,0,1,2024-08-31 00:00:00,23.5,40.5,1600.0,-4500.0,1,1
8202435,8,2024,1191,1050,0,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,away,Illinois State,Redbirds,46,Missouri Valley Football Conference,1,None,Iowa,Hawkeyes,15,Big Ten Conference,1,None,0,0,1,2024-08-31 00:00:00,23.5,40.5,1600.0,-4500.0,1,1
8202436,8,2024,1045,1067,50,7,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,home,Maryland,Terrapins,15,Big Ten Conference,1,None,Connecticut,Huskies,24,FBS Independents,1,None,0,0,1,2024-08-31 00:00:00,20.5,45.5,900.0,-1600.0,1,1
8202436,8,2024,1067,1045,7,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,away,Connecticut,Huskies,24,FBS Independents,1,None,Maryland,Terrapins,15,Big Ten Conference,1,None,0,0,1,2024-08-31 00:00:00,20.5,45.5,900.0,-1600.0,1,1
8202437,8,2024,1029,1043,12,34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,home,West Virginia,Mountaineers,12,Big 12 Conference,1,None,Pennsylvania State,Nittany Lions,15,Big Ten Conference,1,None,0,0,1,2024-08-31 00:00:00,8.5,51.5,255.0,-320.0,1,1
8202437,8,2024,1043,1029,34,12,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,away,Pennsylvania State,Nittany Lions,15,Big Ten Conference,1,None,West Virginia,Mountaineers,12,Big 12 Conference,1,None,0,0,1,2024-08-31 00:00:00,8.5,51.5,255.0,-320.0,1,1
8202438,8,2024,1014,1253,62,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,home,Louisville,Cardinals,11,Atlantic Coast Conference,1,None,Austin Peay State,Govenors,75,United Athletic Conference,1,None,0,0,1,2024-08-31 00:00:00,34.5,54.5,0.0,0.0,1,1
8202438,8,2024,1253,1014,0,62,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,away,Austin Peay State,Govenors,75,United Athletic Conference,1,None,Louisville,Cardinals,11,Atlantic Coast Conference,1,None,0,0,1,2024-08-31 00:00:00,34.5,54.5,0.0,0.0,1,1
8202439,8,2024,1054,1195,49,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,home,Purdue,Boilermakers,15,Big Ten Conference,1,None,Indiana State,Sycamores,46,Missouri Valley Football Conference,1,None,0,0,1,2024-08-31 00:00:00,34.5,47.5,0.0,0.0,1,1
8202439,8,2024,1195,1054,0,49,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,away,Indiana State,Sycamores,46,Missouri Valley Football Conference,1,None,Purdue,Boilermakers,15,Big Ten Conference,1,None,0,0,1,2024-08-31 00:00:00,34.5,47.5,0.0,0.0,1,1
8202440,8,2024,1026,1074,55,24,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,home,Pittsburgh,Panthers,11,Atlantic Coast Conference,1,None,Kent State,Golden Flashes,41,Mid-American Conference,1,None,0,0,1,2024-08-31 00:00:00,24.5,54.5,1250.0,-3500.0,1,1
8202440,8,2024,1074,1026,24,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,away,Kent State,Golden Flashes,41,Mid-American Conference,1,None,Pittsburgh,Panthers,11,Atlantic Coast Conference,1,None,0,0,1,2024-08-31 00:00:00,24.5,54.5,1250.0,-3500.0,1,1
8202441,8,2024,1009,1211,49,21,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,home,Navy,Midshipmen,8,American Athletic Conference,1,None,Bucknell,Bison,61,Patriot League,1,None,0,0,1,2024-08-31 00:00:00,33.5,47.5,5500.0,0.0,1,1
8202441,8,2024,1211,1009,21,49,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,away,Bucknell,Bison,61,Patriot League,1,None,Navy,Midshipmen,8,American Athletic Conference,1,None,0,0,1,2024-08-31 00:00:00,33.5,47.5,5500.0,0.0,1,1
8202442,8,2024,1109,1225,69,3,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,home,Tennessee,Volunteers,67,Southeastern Conference,1,None,University of Tennessee at Chattanooga,Mocs,70,Southern Conference,1,None,0,0,1,2024-08-31 00:00:00,41.5,56.5,0.0,0.0,1,1
8202442,8,2024,1225,1109,3,69,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,away,University of Tennessee at Chattanooga,Mocs,70,Southern Conference,1,None,Tennessee,Volunteers,67,Southeastern Conference,1,None,0,0,1,2024-08-31 00:00:00,41.5,56.5,0.0,0.0,1,1
8202443,8,2024,1034,1185,44,20,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,home,Oklahoma State,Cowboys,12,Big 12 Conference,1,None,South Dakota State,Jackrabbits,46,Missouri Valley Football Conference,1,None,0,0,1,2024-08-31 00:00:00,9.5,53.5,290.0,-360.0,1,1
8202443,8,2024,1185,1034,20,44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,away,South Dakota State,Jackrabbits,46,Missouri Valley Football Conference,1,None,Oklahoma State,Cowboys,12,Big 12 Conference,1,None,0,0,1,2024-08-31 00:00:00,9.5,53.5,290.0,-360.0,1,1
8202444,8,2024,1039,1165,38,20,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,home,Cincinnati,Bearcats,12,Big 12 Conference,1,None,Towson,Tigers,18,Coastal Athletic Association,1,None,0,0,1,2024-08-31 00:00:00,33.5,53.5,0.0,0.0,1,1
8202444,8,2024,1165,1039,20,38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,away,Towson,Tigers,18,Coastal Athletic Association,1,None,Cincinnati,Bearcats,12,Big 12 Conference,1,None,0,0,1,2024-08-31 00:00:00,33.5,53.5,0.0,0.0,1,1
8202445,8,2024,1099,1139,70,30,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,home,Washington State,Cougars,60,Pac-12 Conference,1,None,Portland State,Vikings,13,Big Sky Conference,1,None,0,0,1,2024-08-31 00:00:00,30.5,60.5,2200.0,-8000.0,1,1
8202445,8,2024,1139,1099,30,70,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,away,Portland State,Vikings,13,Big Sky Conference,1,None,Washington State,Cougars,60,Pac-12 Conference,1,None,0,0,1,2024-08-31 00:00:00,30.5,60.5,2200.0,-8000.0,1,1
8202446,8,2024,1023,1107,41,17,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,away,Miami,Hurricanes,11,Atlantic Coast Conference,1,None,Florida,Gators,67,Southeastern Conference,1,None,0,0,1,2024-08-31 00:00:00,2.5,54.5,110.0,-130.0,1,1
8202446,8,2024,1107,1023,17,41,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,home,Florida,Gators,67,Southeastern Conference,1,None,Miami,Hurricanes,11,Atlantic Coast Conference,1,None,0,0,1,2024-08-31 00:00:00,2.5,54.5,110.0,-130.0,1,1
8202447,8,2024,1030,1087,52,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,home,Texas,Longhorns,67,Southeastern Conference,1,None,Colorado State,Rams,48,Mountain West Conference,1,None,0,0,1,2024-08-31 00:00:00,35.5,58.5,3500.0,-15000.0,1,1
8202447,8,2024,1087,1030,0,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,away,Colorado State,Rams,48,Mountain West Conference,1,None,Texas,Longhorns,67,Southeastern Conference,1,None,0,0,1,2024-08-31 00:00:00,35.5,58.5,3500.0,-15000.0,1,1
8202448,8,2024,1047,1064,31,7,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,home,Indiana,Hoosiers,15,Big Ten Conference,1,None,Florida International,Panthers,21,Conference USA,1,None,0,0,1,2024-08-31 00:00:00,20.0,50.5,900.0,-1600.0,1,1
8202448,8,2024,1064,1047,7,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,away,Florida International,Panthers,21,Conference USA,1,None,Indiana,Hoosiers,15,Big Ten Conference,1,None,0,0,1,2024-08-31 00:00:00,20.0,50.5,900.0,-1600.0,1,1
8202449,8,2024,1053,1062,40,7,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,home,Nebraska,Cornhuskers,15,Big Ten Conference,1,None,University of Texas at El Paso,Miners,21,Conference USA,1,None,0,0,1,2024-08-31 00:00:00,27.5,48.5,2000.0,-5000.0,1,1
8202449,8,2024,1062,1053,7,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,away,University of Texas at El Paso,Miners,21,Conference USA,1,None,Nebraska,Cornhuskers,15,Big Ten Conference,1,None,0,0,1,2024-08-31 00:00:00,27.5,48.5,2000.0,-5000.0,1,1
8202450,8,2024,1044,1073,52,6,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,home,Ohio State,Buckeyes,15,Big Ten Conference,1,None,Akron,Zips,41,Mid-American Conference,1,None,0,0,1,2024-08-31 00:00:00,50.5,58.5,0.0,0.0,1,1
8202450,8,2024,1073,1044,6,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,away,Akron,Zips,41,Mid-American Conference,1,None,Ohio State,Buckeyes,15,Big Ten Conference,1,None,0,0,1,2024-08-31 00:00:00,50.5,58.5,0.0,0.0,1,1
8202451,8,2024,1068,1077,14,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,home,Massachusetts,Minutemen,24,FBS Independents,1,None,Eastern Michigan,Eagles,41,Mid-American Conference,1,None,0,0,1,2024-08-31 00:00:00,2.5,49.5,125.0,-145.0,1,1
8202451,8,2024,1077,1068,28,14,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,away,Eastern Michigan,Eagles,41,Mid-American Conference,1,None,Massachusetts,Minutemen,24,FBS Independents,1,None,0,0,1,2024-08-31 00:00:00,2.5,49.5,125.0,-145.0,1,1
8202452,8,2024,1124,1229,38,10,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,home,Appalachian State,Mountaineers,74,Sun Belt Conference,5,East,East Tennessee State,Buccaneers,70,Southern Conference,1,None,0,0,1,2024-08-31 00:00:00,33.5,55.5,0.0,0.0,1,1
